name,latitude,longitude
Ngbaka,3.5,20
Nahuatl,20,99
Japanese Sign Language,36,139
Nyah Kur,15.66666667,101.6666667
Nambikuára,-14,-59.5
Nomad,-6.166666667,142.25
Mecayapan Isthmus Nahuatl,18.25,-94.83333333
Nuni,12.16666667,-3
Tundra Nenets,70,76
Ojibwe,47.66666667,-92.5
Oromo,5,40
Bunu,24,107
Pocomam Oriental,14.75,-89.75
Parji,19.5,82.5
Quechua,-10,72
Romani,44,21
Russian-Chinese Pidgin,48.8,132.95
Gyalrong,31.66666667,101.75
Roglai,12.16666667,108.8333333
Rukai,22.83333333,120.8333333
Sama,6.166666667,121.8333333
Sami,65,20
Central-South Sami,64.66666667,16.75
Shigatse,29,89
Sahaptin (Northern),46.5,-120
Kildin Sami,67,37
Sikuani,6.25,-71.5
Sahaptin,45.66666667,-118.5
Northern Sami,69,24
Tuareg,19,9
Tamang,27.5,85.66666667
Taiwanese,25,121.5
Tewa,35.83333333,-110.4166667
Tagbanwa,9.5,118.5
Tarangan,-6.5,134.1666667
Tibetan,30,91
Tiipay,32.16666667,-116.5
Teke,-2.333333333,14.5
Tatar-Noghay,47.41666667,45.66666667
Tat,41.25,48.75
Tanna,-19.56666667,169.3333333
Toussian,11,-4.666666667
Win Toussian,10.83333333,-4.666666667
Tsimshian,52.5,-129
Tati,36,49.66666667
Tutchone,63,-137
Bachajón Tzeltal,16.91666667,-92
Taiwanese Sign Language (Ziran Shouyu),24,121
San Andrés Tzotzil,17,-92.83333333
Zinacantán Tzotzil,16.83333333,-92.83333333
Umbundu,-12.5,15
Western Desert (Ooldea),-30.5,132
ǀXam,-31,21
Xiamen,24.5,118.1666667
Kàsim,11,-1.333333333
Yale,-4.083333333,139.5
Yi,24,104
Yir Yiront,-14.83333333,141.8333333
Yup'ik,65,-171
Naukan Yup'ik,66,-172
Yokuts,36.08333333,-119.0833333
Sirenik Yup'ik,64.5,-174
St Lawrence Island Yup'ik,63.5,-170.5
Siberian Yup'ik,65,-173
Zapotec,16,-95.5
Zhang-Zhung,31.58333333,78.41666667
Zhuang,24,108
Aeolic Greek,39.18,27.12
Alemmanic Old High German,49,10.7
Ammonite,31.89,25.89
Ancient Greek,39,21
Ancient Ligurian,44.55,9
Ancient Macedonian,40.73,22.55
Ancient North Arabian,25.89,45.4
Anglian Old English,54.67,-2.75
Anglo-Norman,49.61,-1.75
Aquitanian,43.94,0.16
Arcadocypriot Greek,37.71,22.17
Prakrit,24,29
Indo-Aryan,24.6,29.6
Middle Indo-Aryan,24.2,29.2
Ashokan Prakrit,24.4,29.4
Assyrian,37.45,43.82
Attic Greek,38.1,23.7
Doric Greek,36.88,22.81
Eastern Algonquin,50,-90
Frankish,49,5
Ionic Greek,37.48,27.79
Late Latin,41,12
Latin,41,14
Middle English,52,-1
Middle French,46,2
Old English,52,-1
Old French,46,2
Ottoman Turkish,38,35
Pre-Greek,39,21
Proto-Algonquin,50,-90
Proto-Germanic,52,13
Proto-Indo-European,48,43
Proto-West Germanic,52,10
Old High German,48.95,10.58
Proto-Algonquian,50,-90
Proto-Germanic,52,13
Proto-Indo-European,48,43
Proto-West Germanic,52,10
Babylonian,32.44,44.77
Bactrian,38.17,70.94
Baekje,35,127
Baltic German,51,14
Bavarian Old High German,48,12
Biblical Aramaic,33,36
Boeotian Greek,38,23
Bohairic Coptic,31,31
Brabantian Middle Dutch,51,5
Byzantine Greek,40,22
Classical Arabic,25,42
Classical Chinese,34,110
Classical Gaelic,53.5,-8.5
Classical K'iche',15.5,-91.41666667
Classical Latin,41,13
Classical Mongolian,49.5,117.5
Classical Nahuatl,20.5,99.5
Classical Persian,32.5,54.5
Classical Tagalog,15,121
Coptic,31.2,31.2
Cornish Middle English,50.33333333,-5
Cumbric,55,-2
Dalmatian,44,16
Demotic,31,31
Early Mandarin,34.2,110.2
Early Medieval Chinese,34.4,110.4
Early Medieval Latin,41,13
Early Middle English,52,0
Early Middle Japanese,37,140
Early Modern Korean,37.5,128
Early Scots,57.1,-4.1
Early West Saxon Old English,51.1,-2.19
East Anglian Middle English,52.4,0.77
East Midland Middle English,53.22,-0.6
Ecclesiastical Latin,41.9,12.45
Edomite,31,35
Egyptian,31,31
Egyptian Ancient Greek,31,31
English Latin,51,0
Epic Greek,39,21
Etruscan,43,11
Gaulish,47.3,3.37
Ge'ez,16.29,37.95
Gothic,53.96,12.88
Hittite,38.51,35.62
Hollandic Middle Dutch,52,6
Hurrian,37,42
Iberian,40,-6.5
Aramaic,40,41
Imperial Aramaic,36.7,40.7
Indo-Persian,28.7,77.1
Jersey Dutch,40.42,-74
Kamassian,53,96
Karakhanid,43,75
Kentish Middle English,51,0.6
Kentish Old English,51,0.6
Khitan,42.54,127
Khorezmian Turkic,51,45
Khotanese,40,83
Kipchak,51,45
Koine Greek,39,21
Late Babylonian,32.44,44.77
Late Egyptian,31,31
Late Middle Chinese,34,110
Late Middle English,52,0
Late Middle Japanese,37,140
Late Old English,52,0
Late Tupi,-6,-36
Late West Saxon Old English,51.1,-2.19
Lepontic,47,10
Lombardic,43,12
Luish,37,37
Luwian,37,37
Lycian,36.6,30
Lycopolitan Coptic,30.54,31.3
Lydian,39,34.5
Massachusett,42.19,-71.3
Medieval Hebrew,31.5,34.83333333
Medieval Latin,41,13
Mercian Old English,52.6,-1.3
Meroitic,18.8,35.5
Messapic,40.5,17.6
Middle Assyrian,37.45,43.82
Middle Babylonian,32.44,44.77
Middle Egyptian,31.5,31.5
Middle Armenian,39,45
Middle Assamese,26,93
Middle Bengali,24,90
Middle Breton,48,-3
Middle Chinese,34,110
Middle Cornish,50.33333333,-5
Middle French,48,2
Middle Gujarati,23,72
Middle High German,52,13
Middle Irish,53,-8
Middle Kannada,14,76
Middle Korean,37.5,128
Middle Low German,52,13
Middle Mongol,49.5,117.5
Middle Norwegian,61,8
Middle Persian,32.5,54.5
Middle Scots,57.1,-4.1
Middle Vietnamese,10.5,106.5
Middle Welsh,52,-3
Minaean,15.2,47.9
Minoan,35.19,25.1
Moabite,31.45,35.62
Mozarabic,37.79,-2.73
Mycenaean Greek,37.78,22.47
Navarro-Aragonese,42,-0.9
Neo-Assyrian,37.45,43.82
Neo-Babylonian,32.44,44.77
Norn,49,-3
Northern Middle English,55,-2
Northumbrian Old English,55,-2
Akkadian,31,45
Old Akkadian,31,45
Old Aramaic,33,36
Old Assyrian,37.45,43.82
Old East Norse,59.6,8.1
Old Egyptian,31.6,31.6
Old Italian,43,12
Old Latin,41,13
Old Northern French,49.6,2.7
Old Anatolian Turkish,39,35
Old Armenian,39,45
Old Breton,48,-3
Old Catalan,41.75,2
Old Chinese,34,110
Old Church Slavonic,40.6,22.96
Old Cornish,50.33333333,-5
Old Czech,50,15
Old Danish,56,10
Old Dutch,52.5,6
Old East Slavic,52.8,32.6
Old French,48,2
Old Frisian,53,5
Old Galician-Portuguese,41.7,-7.6
Old Hindi,25,77
Old Hungarian,47,20
Old Irish,53,-8
Old Japanese,37,140
Old Norse,59,11
Old Persian,32.5,54.5
Old Polish,52,20
Old Prussian,43.9,20.7
Punjabi,31,74
Old Punjabi,31,74
Old Spanish,40,-4
Old Swedish,60,15
Old Tupi,-6,-36
Old Turkic,45.4,91.1
Old Welsh,52,-3
Pamphylian Greek,36.96,31.03
Parthian,35.17,51.93
Phoenician,36.5,10.2
Phrygian,39.6,31.3
Picard Old French,50.3,2.4
Pictish,57,-4
Post-classical Latin,41,13
Pre-Angkorian Old Khmer,12.5,105
Primitive Irish,53,-8
Punic,36.5,10.2
Slovincian,53.9,13.4
Sumerian,34,42.7
Thracian,41.8,26.3
Tocharian,40,82
Tocharian A,40,82
Tocharian B,40,82
Tübatulabal,35,-118
Ugaritic,35.67,35.8
Umbrian,42.97,12.5
Unami,39.96,-75.4
Urartian,38.64,43.38
Vandalic,53.38,19.24
Venetic,46,12.5
Vulgar Latin,41,13
West Midland Middle English,52,-2
West Saxon Old English,51.1,-2.19
Wiyot,40.73,-124.19
Xianbei,46,105
Xiongnu,47,116
Yola,52.33,-6.49
Angloromani,52,0
Franco-Provençal,43.9,5.9
Norman,49,0.27
Proto-Slavic,51,29
Proto-Afroasiatic,20,10
Proto-Albanian,41,20
Proto-Algic,45,-121
Proto-Anatolian,39,35
Proto-Arawa,-7,-68
Proto-Arawak,-13,-66
Proto-Armenian,40.4,44.8
Proto-Athabaskan,54,-122
Proto-Avaro-Andian,44,44
Proto-Balto-Slavic,52,31
Proto-Sino-Tibetan,37,108
Proto-Tocharian,40,82
